question_id,subject,chapter,topic,question,options,correct_option,answer,explanation,question_type,paper_id
jaoe38c1lse7anlk,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-alcohols","<p>Given below are two statements: One is labelled as Assertion A and the other is labelled as Reason R:</p>
<p>Assertion A: Alcohols react both as nucleophiles and electrophiles.</p>
<p>Reason R: Alcohols react with active metals such as sodium, potassium and aluminum to yield corresponding alkoxides and liberate hydrogen.</p>
<p>In the light of the above statements, choose the correct answer from the options given below:</p>","[{""identifier"": ""A"", ""content"": ""$$A$$ is false but $$R$$ is true.\n""}, {""identifier"": ""B"", ""content"": ""Both $$A$$ and $$R$$ are true but $$R$$ is NOT the correct explanation of $$A$$.\n""}, {""identifier"": ""C"", ""content"": ""Both $$A$$ and $$R$$ are true and $$R$$ is the correct explanation of $$A$$.\n""}, {""identifier"": ""D"", ""content"": ""$$A$$ is true but $$R$$ is false.""}]","[""B""]",,"<p>Assertion A is that alcohols can act as both nucleophiles and electrophiles. This is indeed true.</p>
<p>Alcohols can act as nucleophiles because they have a polar O-H bond; the oxygen atom has a pair of nonbonding electrons that can be donated to electrophiles. For example, in the presence of a strong acid such as hydrochloric acid, the lone pair on the oxygen can attack the positively charged hydrogen atom to form an oxonium ion ($$R-OH_2^+$$), which then acts as a good leaving group in substitution reactions.</p>
<p>Alcohols can also behave as electrophiles. An example of an alcohol acting as an electrophile is when it reacts with a strong base, such as sodium hydride (NaH), to undergo deprotonation forming an alkoxide ion ($$R-O^-$$). The alkoxide ion is a strong nucleophile, but the original alcohol molecule in the presence of a base acts as an electrophile due to the acidity of the hydroxyl hydrogen.</p>
<p>Reason R posits that alcohols react with active metals such as sodium, potassium and aluminum to yield corresponding alkoxides and liberate hydrogen. This is also true. When alcohols react with active metals, the alcohol acts as an acid, donating a hydrogen ion ($$H^+$$) to form hydrogen gas ($$H_2$$), while the remaining alkoxide ion ($$R-O^-$$) bonds with the metal cation ($$M^+$$, where M is an active metal like sodium) to form the alkoxide salt ($$MOR$$).</p>
<p>Now, considering the above explanations, the relationship between Assertion A and Reason R needs to be evaluated:</p>
<p>While both Assertion A and Reason R are indeed true, Reason R is not the correct explanation of Assertion A. Reason R describes a reaction (alcohol with active metal) where the alcohol functions only as an acid (not as a nucleophile or an electrophile). Hence, Reason R does not explain how alcohols can act as both nucleophiles and electrophiles, which is what Assertion A states.</p>
<p>Therefore, the correct answer is:</p>
Option B :
Both $$A$$ and $$R$$ are true but $$R$$ is NOT the correct explanation of $$A$$.",mcq,jee-main-2024-online-31st-january-morning-shift
rKpvjN3h9RhkMatE,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-ethers",An ethar is more volatile than an alcohol having the same molecular formula. This is due to,"[{""identifier"": ""A"", ""content"": ""alcohols having resonance structures""}, {""identifier"": ""B"", ""content"": ""inter-molecular hydrogen bonding in ethers""}, {""identifier"": ""C"", ""content"": ""inter-molecular hydrogen bonding in alcohols""}, {""identifier"": ""D"", ""content"": ""dipole characters of ethers""}]","[""C""]",,"Alcohol and ether are isomer with each other. So, with same molecular formula we can make ether  as well as alcohol. 
<br><br>For ex, 
<br><br>With molecular formula C<sub>2</sub>H<sub>6</sub>O 
<br><br>(1) $$\,\,\,$$  alcohol will be CH<sub>3</sub>CH<sub>2</sub> OH
<br><br>(2) $$\,\,\,$$ ether will be CH<sub>3</sub> $$-$$ O $$-$$ CH<sub>3</sub> 
<br><br>In Alcohol there is hydrogen bond and in Ether there is Van der walls force of attraction. 
<br><br>We know that H bond is stronger bond than van der walls force of attraction as the atoms of alcohol are strongly attached with each other by hydrogen bonding so tendency of vaporization of alcohol is less compared to ether.
<br><br>In alcohol inter-molecular hydrogen bonding look like this -
<br><br><img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734264597/exam_images/e9fkp7ulgwngn0laqpg1.webp"" loading=""lazy"" alt=""AIEEE 2003 Chemistry - Alcohols, Phenols and Ethers Question 163 English Explanation"">  ",mcq,aieee-2003
plPnh9m4gar6Qxf5,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-ethers",HBr reacts with CH<sub>2</sub> = CH – OCH<sub>3</sub> under anhydrous conditions at room temperature to give ,"[{""identifier"": ""A"", ""content"": ""CH<sub>3</sub>CHO and CH<sub>3</sub>Br ""}, {""identifier"": ""B"", ""content"": ""BrCH<sub>2</sub>CHO and CH<sub>3</sub>OH""}, {""identifier"": ""C"", ""content"": ""BrCH<sub>2</sub> \u2013 CH<sub>2</sub> \u2013 OCH<sub>3</sub> ""}, {""identifier"": ""D"", ""content"": ""H<sub>3</sub>C \u2013 CHBr \u2013 OCH<sub>3</sub>""}]","[""D""]",,"Methyl vinyl ether under anhydrous condition at room temperature undergoes addition reaction .
<br><br><img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734264982/exam_images/espktfano1hub3pmvnbb.webp"" loading=""lazy"" alt=""AIEEE 2006 Chemistry - Alcohols, Phenols and Ethers Question 157 English Explanation""> ",mcq,aieee-2006
1kteci83s,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-ethers","Given below are two statements : one is labelled as Assertion (A) and the other is labelled as Reason (R). <br/><br/>Assertion (A) : Synthesis of ethyl phenyl ether may be achieved by Williamson synthesis.<br/><br/>Reason (R) : Reaction of bromobenzene with sodium ethoxide yields ethyl phenyl ether.<br/><br/>In the light of the above statements, choose the most appropriate answer from the options given below :","[{""identifier"": ""A"", ""content"": ""Both (A) and (R) are correct and (R) is the correct explanation of (A)""}, {""identifier"": ""B"", ""content"": ""(A) is correct but (R) is not correct""}, {""identifier"": ""C"", ""content"": ""(A) is not correct but (R) is correct""}, {""identifier"": ""D"", ""content"": ""Both (A) and (R) are correct but (R) is not the correct explanation of (A).""}]","[""B""]",,"<img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734263308/exam_images/dnjtwhzcnf80syzpikql.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""JEE Main 2021 (Online) 27th August Morning Shift Chemistry - Alcohols, Phenols and Ethers Question 85 English Explanation"">",mcq,jee-main-2021-online-27th-august-morning-shift
1lgq4gt4t,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-ethers",<p>2-Methyl propyl bromide reacts with $$\mathrm{C}_{2} \mathrm{H}_{5} \mathrm{O}^{-}$$ and gives 'A' whereas on reaction with $$\mathrm{C}_{2} \mathrm{H}_{5} \mathrm{OH}$$ it gives 'B'. The mechanism followed in these reactions and the products 'A' and 'B' respectively are :</p>,"[{""identifier"": ""A"", ""content"": ""$$\\mathrm{S}_{N} 1, A=$$ tert-butyl ethyl ether; $$\\mathrm{S}_{N} 2, B=$$ iso-butyl ethyl ether""}, {""identifier"": ""B"", ""content"": ""$$\\mathrm{S}_{\\mathrm{N}} 1, \\mathrm{~A}=$$ tert-butyl ethyl ether; $$\\mathrm{S}_{\\mathrm{N}} 1, \\mathrm{~B}=$$ 2-butyl ethyl ether""}, {""identifier"": ""C"", ""content"": ""$$\\mathrm{S}_{\\mathrm{N}} 2, \\mathrm{~A}=$$ iso-butyl ethyl ether; $$\\mathrm{S}_{\\mathrm{N}} 1, \\mathrm{~B}=$$ tert-butyl ethyl ether""}, {""identifier"": ""D"", ""content"": ""$$\\mathrm{S}_{\\mathrm{N}} 2, \\mathrm{~A}=$$ 2-butyl ethyl ether; $$\\mathrm{S}_{\\mathrm{N}} 2, \\mathrm{~B}=$$ iso-butyl ethyl ether""}]","[""C""]",,"2-Methyl propyl bromide (also known as isobutyl bromide) has the formula (CH₃)₂CHCH₂Br.
<br/><br/>
When it reacts with C₂H₅O⁻ (ethoxide ion), it undergoes an SN2 reaction because ethoxide ion is a strong nucleophile. The reaction proceeds with a direct exchange of the leaving group (Br⁻) and the nucleophile (C₂H₅O⁻). The product 'A' would be iso-butyl ethyl ether (CH₃CH₂OCH(CH₃)CH₃).
<br/><br/>
When it reacts with C₂H₅OH (ethanol), the reaction proceeds via an SN1 mechanism because ethanol is a weak nucleophile. In this case, the bromide ion leaves first, forming a carbocation intermediate, which is then attacked by the nucleophile (C₂H₅OH). The product 'B' would be tert-butyl ethyl ether ((CH₃)₃COCH₂CH₃).
<br/><br/>
So, the correct option is:
<br/><br/>
S<sub>N</sub>2, A = iso-butyl ethyl ether; S<sub>N</sub>1, B = tert-butyl ethyl ether",mcq,jee-main-2023-online-13th-april-morning-shift
1lgyh8qi0,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-ethers",<p>Suitable reaction condition for preparation of Methyl phenyl ether is</p>,"[{""identifier"": ""A"", ""content"": ""Benzene, MeBr""}, {""identifier"": ""B"", ""content"": ""$$\\mathrm{Ph{O^\\Theta }N{a^ \\oplus }}$$, MeBr""}, {""identifier"": ""C"", ""content"": ""Ph - Br, $$\\mathrm{Me{O^\\Theta }N{a^ \\oplus }}$$""}, {""identifier"": ""D"", ""content"": ""$$\\mathrm{Ph{O^\\Theta }N{a^ \\oplus }}$$, MeOH""}]","[""B""]",,"$\mathrm{PhONa}+\mathrm{MeBr} \rightarrow \mathrm{PhOMe}+\mathrm{NaBr}$<br><br> Williamson's Synthesis<br><br><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/6y3zli1lixyxhr2/fedd4292-73c1-400a-853a-83b42e9d54b0/fa03daf0-0bef-11ee-bebc-b5a09a459ebd/file-6y3zli1lixyxhr3.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/6y3zli1lixyxhr2/fedd4292-73c1-400a-853a-83b42e9d54b0/fa03daf0-0bef-11ee-bebc-b5a09a459ebd/file-6y3zli1lixyxhr3.png"" loading=""lazy"" style=""max-width: 100%; height: auto; display: block; margin: 0px auto; max-height: 40vh; vertical-align: baseline;"" alt=""JEE Main 2023 (Online) 10th April Morning Shift Chemistry - Alcohols, Phenols and Ethers Question 27 English Explanation"">",mcq,jee-main-2023-online-10th-april-morning-shift
7Mv4P7zHHsSe0WjW,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols",Phenyl magnesium bromide reacts with methanol to give ,"[{""identifier"": ""A"", ""content"": ""a mixture of anisole and Mg(OH)Br""}, {""identifier"": ""B"", ""content"": ""a mixture of benzene and Mg(OMe)Br ""}, {""identifier"": ""C"", ""content"": ""a mixture of toluene and Mg(OH)Br""}, {""identifier"": ""D"", ""content"": ""a mixture of phenol and Mg(Me)Br""}]","[""B""]",,"$$C{H_3}OH + {C_6}{H_5}MgBr\buildrel \, \over
 \longrightarrow C{H_3}O.MgBr + {C_6}{H_6}$$ v",mcq,aieee-2006
CNnkpxmvwOadc5tt,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols","Phenol, when it first reacts with concentrated sulphuric acid and then with concentrated nitric acid,
gives","[{""identifier"": ""A"", ""content"": ""2,4,6-trinitrobenzene""}, {""identifier"": ""B"", ""content"": ""o-nitrophenol ""}, {""identifier"": ""C"", ""content"": ""p-nitrophenol ""}, {""identifier"": ""D"", ""content"": ""nitrobenzene ""}]","[""B""]",,"Phenol on reaction with conc. $${H_2}S{O_4}$$ gives a mixture of $$o$$- and $$p$$- products (i.e., $$ - S{O_3}H$$ group, occupies $$o$$-, $$p$$- position). At room temperature $$o$$-product is more stable, which on treatment with conc. $$HN{O_3}$$ will yield $$o$$-nitrophenol. 
<br><br><img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734263367/exam_images/wtyfz6frgn4kh8eg9veb.webp"" loading=""lazy"" alt=""AIEEE 2008 Chemistry - Alcohols, Phenols and Ethers Question 155 English Explanation"">  ",mcq,aieee-2008
4HLMIyteMTWXUX9g,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols",The major product obtained on interaction of phenol with sodium hydroxide and carbon dioxide is : ,"[{""identifier"": ""A"", ""content"": ""benzoic acid ""}, {""identifier"": ""B"", ""content"": ""salicylaldehyde ""}, {""identifier"": ""C"", ""content"": ""salicylic acid""}, {""identifier"": ""D"", ""content"": ""phthalic acid ""}]","[""C""]",,"<img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734266830/exam_images/pvknvutdycueowdjnfol.webp"" loading=""lazy"" alt=""AIEEE 2009 Chemistry - Alcohols, Phenols and Ethers Question 154 English Explanation""> ",mcq,aieee-2009
RRpobofkpARvU8XC,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols","Phenol is heated with a solution of mixture of KBr and KBrO<sub>3</sub>. The major product obtained in the above
reaction is ","[{""identifier"": ""A"", ""content"": ""3-Bromophenol""}, {""identifier"": ""B"", ""content"": ""4-Bromophenol""}, {""identifier"": ""C"", ""content"": ""2, 4, 6- Tribromophenol ""}, {""identifier"": ""D"", ""content"": ""2-Bromophenol ""}]","[""C""]",,"<img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734263421/exam_images/iieim8mhwoswmtdzlk3o.webp"" loading=""lazy"" alt=""AIEEE 2011 Chemistry - Alcohols, Phenols and Ethers Question 152 English Explanation""> ",mcq,aieee-2011
nzFCxAyY4jwP8rrB,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols",Ortho–Nitrophenol is less soluble in water than p– and m– Nitrophenols because :,"[{""identifier"": ""A"", ""content"": ""o\u2013Nitrophenol is more volatile in steam than those of m \u2013 and p\u2013isomers""}, {""identifier"": ""B"", ""content"": ""o\u2013Nitrophenol shows Intramolecular H\u2013bonding""}, {""identifier"": ""C"", ""content"": ""o\u2013Nitrophenol shows Intermolecular H\u2013bonding""}, {""identifier"": ""D"", ""content"": ""Melting point of o\u2013Nitrophenol is lower than those of m\u2013and p\u2013isomers.""}]","[""B""]",,"As in ortho-Nitrophenol H of -OH is already in Intra-moleculer H Bond and become stable so it will not perticipate in H bonding with H<sub>2</sub>O by breaking this H bonding. That is why solublity of Ortho–Nitrophenol is less in water.
<img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734265738/exam_images/jp9el8t0ras2rn8rgxvc.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""AIEEE 2012 Chemistry - Alcohols, Phenols and Ethers Question 162 English Explanation 1"">
<br><br>para– and meta– Nitrophenols both shows inter-moleculer H bonding with H<sub>2</sub>O. That is why both are more soluble in water.
<picture><source media=""(max-width: 320px)"" srcset=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734265286/exam_images/jv6cz14ivtqrlrflaj8j.webp""><source media=""(max-width: 500px)"" srcset=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734267382/exam_images/zenqdzfet9ikkkazvjb0.webp""><img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734264833/exam_images/rw2gxggqb0uzscahet87.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""AIEEE 2012 Chemistry - Alcohols, Phenols and Ethers Question 162 English Explanation 2""></picture>
<picture><source media=""(max-width: 320px)"" srcset=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734267327/exam_images/pxtqlvxsgrq6i2uacggv.webp""><source media=""(max-width: 500px)"" srcset=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734267481/exam_images/uvy0wneqwvncpkqs2n1l.webp""><img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734266731/exam_images/clnc7xkx9bdlwluikhbw.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""AIEEE 2012 Chemistry - Alcohols, Phenols and Ethers Question 162 English Explanation 3""></picture>",mcq,aieee-2012
3G6dabpylT237sDCoJ7k9k2k5h0ozpj,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols","Arrange the following compounds in increasing order of C–OH bond length : <br/>methanol, phenol,
p-ethoxyphenol","[{""identifier"": ""A"", ""content"": ""phenol &lt; methanol &lt; p-ethoxyphenol""}, {""identifier"": ""B"", ""content"": ""methanol &lt; p-ethoxyphenol &lt; phenol""}, {""identifier"": ""C"", ""content"": ""methanol &lt; phenol &lt; p-ethoxyphenol""}, {""identifier"": ""D"", ""content"": ""phenol &lt; p-ethoxyphenol &lt; methanol""}]","[""D""]",,"C-OH bond length in Among methanol, phenol and
p-ethoxyphenol, C-OH bond length is least in phenol due to
resonance and maximum in methanol due to
lack of resonance whereas it will have some
intermediate value in p-ethoxyphenol.
<br><br>phenol &lt; p-ethoxyphenol &lt; methanol",mcq,jee-main-2020-online-8th-january-morning-slot
T7Are9JtWbXBKZG9ekjgy2xukg4n4p3l,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols","A solution of phenol in chloroform when treated
with aqueous NaOH gives compound P as a
major product. The mass percentage of carbon
in P is ______. (to the nearest integer)
<br/>(Atomic mass : C = 12; H = 1; O = 16)",[],,69,"<img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734265881/exam_images/xoxdtusissztvdfstqot.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""JEE Main 2020 (Online) 6th September Evening Slot Chemistry - Alcohols, Phenols and Ethers Question 105 English Explanation"">
<br><br>mass of Salicylaldehyde = 12 × 7 + 6 × 1 + 16 × 2 = 122
<br><br>mass of carbon = 12 × 7 = 84
<br><br>$$ \therefore $$ mass % of C in P = $${{84} \over {122}}$$ $$ \times $$ 100 
<br><br>= 68.85 % $$ \simeq $$ 69 %",integer,jee-main-2020-online-6th-september-evening-slot
NKOpVAGoGWm7IuwX5F1kludvp91,chemistry,alcohols-phenols-and-ethers,"properties,-preparation-and-uses-of-phenols","Given below are two statements : <br/><br/>Statement I : o-Nitrophenol is steam volatile due to intramolecular hydrogen bonding.<br/><br/>Statement II : o-Nitrophenol has high melting due to hydrogen bonding.<br/><br/>In the light of the above statements, choose the most appropriate answer from the options given below :","[{""identifier"": ""A"", ""content"": ""Both Statement I and Statement II are true""}, {""identifier"": ""B"", ""content"": ""Statement I is true but Statement II is false""}, {""identifier"": ""C"", ""content"": ""Statement I is false but Statement II is true""}, {""identifier"": ""D"", ""content"": ""Both Statement I and Statement II are false""}]","[""B""]",,"<img src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734263567/exam_images/hpjqpn61nr94fmc9kpnh.webp"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;"" loading=""lazy"" alt=""JEE Main 2021 (Online) 26th February Morning Shift Chemistry - Alcohols, Phenols and Ethers Question 99 English Explanation"">
<br><br>So it is more volatile due to intramolecular
H-bonding.
<br><br>Melting point depends on packing efficiency
not on H-bonding thus statement II is false.",mcq,jee-main-2021-online-26th-february-morning-slot
